"armor","artist","attack","cardClass","classes__001","classes__002","classes__003","collectible","collectionText","cost","dbfId","faction","entourage__001","entourage__002","entourage__003","entourage__004","entourage__005","entourage__006","entourage__007","entourage__008","entourage__009","entourage__010","durability","elite","flavor","hideStats","howToEarn","howToEarnGolden","health","id","mechanics__001","mechanics__002","mechanics__003","mechanics__004","multiClassGroup","name","questReward","playRequirements__REQ_CANNOT_PLAY_THIS","playRequirements__REQ_TARGET_IF_AVAILABLE_AND_MINIMUM_FRIENDLY_SECRETS","playRequirements__REQ_FROZEN_TARGET","playRequirements__REQ_SECRET_ZONE_CAP_FOR_NON_SECRET","playRequirements__REQ_FRIENDLY_MINIONS_OF_RACE_DIED_THIS_GAME","playRequirements__REQ_DRAG_TO_PLAY","playRequirements__REQ_MINIMUM_TOTAL_MINIONS","playRequirements__REQ_DAMAGED_TARGET","playRequirements__REQ_WEAPON_EQUIPPED","playRequirements__REQ_MINION_SLOT_OR_MANA_CRYSTAL_SLOT","playRequirements__REQ_HERO_TARGET","playRequirements__REQ_LEGENDARY_TARGET","playRequirements__REQ_FRIENDLY_MINION_DIED_THIS_GAME","playRequirements__REQ_TARGET_IF_AVAILABLE_AND_MINIMUM_FRIENDLY_MINIONS","playRequirements__REQ_NUM_MINION_SLOTS","playRequirements__REQ_TARGET_MAX_ATTACK","overload","playRequirements__REQ_FRIENDLY_TARGET","playRequirements__REQ_TARGET_FOR_COMBO","playRequirements__REQ_MINIMUM_ENEMY_MINIONS","playRequirements__REQ_ENEMY_TARGET","race","playRequirements__REQ_MINION_TARGET","playRequirements__REQ_TARGET_IF_AVAILABLE_AND_NO_3_COST_CARD_IN_DECK","playRequirements__REQ_MUST_TARGET_TAUNTER","playRequirements__REQ_STEALTHED_TARGET","playRequirements__REQ_NONSELF_TARGET","playRequirements__REQ_TARGET_IF_AVAILABE_AND_ELEMENTAL_PLAYED_LAST_TURN","playRequirements__REQ_TARGET_IF_AVAILABLE_AND_DRAGON_IN_HAND","playRequirements__REQ_TARGET_IF_AVAILABLE","playRequirements__REQ_TARGET_MIN_ATTACK","playRequirements__REQ_TARGET_WITH_DEATHRATTLE","playRequirements__REQ_TARGET_TO_PLAY","playRequirements__REQ_UNDAMAGED_TARGET","playRequirements__REQ_TARGET_WITH_RACE","rarity","referencedTags__001","referencedTags__002","referencedTags__003","referencedTags__004","set","spellDamage","targetingArrowText","text","type"
"","Zoltan & Gabor","","PALADIN","","","","True","","1","1804","","","","","","","","","","","","","","Several paladins have joined together to deliver justice under the name ""Justice Force"".  Their lawyer talked them out of calling themselves the Justice League.","","Unlocked in Frostwyrm Lair, in the Naxxramas adventure.","Crafting unlocked in Frostwyrm Lair, in the Naxxramas adventure.","","FP1_020","SECRET","","","","","Avenge","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","COMMON","","","","","NAXX","","","<b>Secret:</b> When one of your minions dies, give a random friendly minion +3/+2.","SPELL"
"","Jim Nelson","4","WARRIOR","","","","True","","4","1805","","","","","","","","","","","","2","","""Take a bite outta Death."" - McScruff the Deathlord","","Unlocked in The Construct Quarter, in the Naxxramas adventure.","Crafting unlocked in The Construct Quarter, in the Naxxramas adventure.","","FP1_021","DEATHRATTLE","","","","","Death's Bite","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","COMMON","","","","","NAXX","","","<b>Deathrattle:</b> Deal 1 damage to all minions.","WEAPON"
"","Robb Shoberg","3","WARLOCK","","","","True","","4","1806","","","","","","","","","","","","","","""Void!  Here, void!  Here, buddy!""","","Unlocked in The Military Quarter, in the Naxxramas adventure.","Crafting unlocked in The Military Quarter, in the Naxxramas adventure.","4","FP1_022","DEATHRATTLE","","","","","Voidcaller","","","","","","","","","","","","","","","","","","","","","","","DEMON","","","","","","","","","","","","","","COMMON","","","","","NAXX","","","<b>Deathrattle:</b> Put a random Demon from your hand into the battlefield.","MINION"
"","Phroilan Gardner","3","PRIEST","","","","True","","3","1807","","","","","","","","","","","","","","The Cult of the Damned has found it's best not to mention their name when recruiting new cultists.","","Unlocked in The Construct Quarter, in the Naxxramas adventure.","Crafting unlocked in The Construct Quarter, in the Naxxramas adventure.","4","FP1_023","DEATHRATTLE","","","","","Dark Cultist","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","COMMON","","","","","NAXX","","","<b>Deathrattle:</b> Give a random friendly minion +3 Health.","MINION"
"","Mike Nicholson","1","NEUTRAL","","","","True","","2","1808","","","","","","","","","","","","","","Filling your Ghouls with Rocket Fuel is all the rage at Necromancer school.","","Unlocked in The Plague Quarter, in the Naxxramas adventure.","Crafting unlocked in The Plague Quarter, in the Naxxramas adventure.","3","FP1_024","DEATHRATTLE","TAUNT","","","","Unstable Ghoul","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","COMMON","","","","","NAXX","","","<b>Taunt</b>. <b>Deathrattle:</b> Deal 1 damage to all minions.","MINION"
"","Dan Scott","","SHAMAN","","","","True","","2","1809","","","","","","","","","","","","","","It's like birth, except you're an adult and you were just dead a second ago.","","Unlocked in The Military Quarter, in the Naxxramas adventure.","Crafting unlocked in The Military Quarter, in the Naxxramas adventure.","","FP1_025","","","","","","Reincarnate","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","0","","","COMMON","","","","","NAXX","","","Destroy a minion, then return it to life with full Health.","SPELL"
"","Nate Bowden","5","ROGUE","","","","True","","4","1810","","","","","","","","","","","","","","Originally he was called ""Anub'ar Guy who bounces a guy back to your hand"", but it lacked a certain zing.","","Unlocked in The Arachnid Quarter, in the Naxxramas adventure.","Crafting unlocked in The Arachnid Quarter, in the Naxxramas adventure.","5","FP1_026","DEATHRATTLE","","","","","Anub'ar Ambusher","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","COMMON","","","","","NAXX","","","<b>Deathrattle:</b> Return a random friendly minion to your hand.","MINION"
"","Matt Smith","1","NEUTRAL","","","","True","","3","1861","","","","","","","","","","","","","","Stoneskin Gargoyles love freeze tag.","","Unlocked in The Plague Quarter, in the Naxxramas adventure.","Crafting unlocked in The Plague Quarter, in the Naxxramas adventure.","4","FP1_027","TRIGGER_VISUAL","","","","","Stoneskin Gargoyle","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","COMMON","","","","","NAXX","","","At the start of your turn, restore this minion to full Health.","MINION"
"","Jonboy Meyers","1","NEUTRAL","","","","True","","1","1910","","","","","","","","","","","","","","In a world where you can run to a spirit healer and resurrect yourself, Undertakers do pretty light business.","","Unlocked in The Construct Quarter, in the Naxxramas adventure.","Crafting unlocked in The Construct Quarter, in the Naxxramas adventure.","2","FP1_028","TRIGGER_VISUAL","","","","","Undertaker","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","COMMON","DEATHRATTLE","","","","NAXX","","","Whenever you summon a minion with <b>Deathrattle</b>, gain +1 Attack.","MINION"
"","Jon McConnell","4","NEUTRAL","","","","True","","3","1913","","","","","","","","","","","","","","They like to dance to reggae.","","Unlocked in The Military Quarter, in the Naxxramas adventure.","Crafting unlocked in The Military Quarter, in the Naxxramas adventure.","4","FP1_029","DEATHRATTLE","","","","","Dancing Swords","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","COMMON","","","","","NAXX","","","<b>Deathrattle:</b> Your opponent draws a card.","MINION"
"","Samwise","5","NEUTRAL","","","","True","","5","1914","","","","","","","","","","","","","True","Loatheb used to be a simple Bog Beast.  This is why we need stricter regulations on mining and agriculture.","","Unlocked in The Plague Quarter, in the Naxxramas adventure.","Crafting unlocked in The Plague Quarter, in the Naxxramas adventure.","5","FP1_030","BATTLECRY","","","","","Loatheb","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","LEGENDARY","","","","","NAXX","","","<b>Battlecry:</b> Enemy spells cost (5) more next turn.","MINION"
"","Ralph Horsley","1","NEUTRAL","","","","True","","4","1915","","","","","","","","","","","","","True","There used to be five Horsemen but one of them left because a job opened up in the deadmines and the benefits were better.","","Unlocked in The Military Quarter, in the Naxxramas adventure.","Crafting unlocked in The Military Quarter, in the Naxxramas adventure.","7","FP1_031","AURA","","","","","Baron Rivendare","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","LEGENDARY","DEATHRATTLE","","","","NAXX","","","Your minions trigger their <b>Deathrattles</b> twice.","MINION"
"","Chris Seaman","3","WARRIOR","","","","True","","3","46650","","","","","","","","","","","","","","""I'm sorry, son.  We had to send Old Howler off…to a farm…to play…""","","","","3","GIL_113","RUSH","","","","","Rabid Worgen","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","COMMON","","","","","GILNEAS","","","<b>Rush</b>","MINION"
"","Matt Dixon","2","MAGE","","","","True","","4","46654","","","","","","","","","","","","","","She sells all manner of keys: from A flat to G sharp.","","","","2","GIL_116","BATTLECRY","","","","","Arcane Keysmith","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","EPIC","DISCOVER","SECRET","","","GILNEAS","","","<b>Battlecry:</b> <b>Discover</b> a <b>Secret</b>. Put it into the battlefield.","MINION"
"","Dave Allsop","6","NEUTRAL","","","","True","","7","46655","","","","","","","","","","","","","","Does anyone want to play dead!?","","","","6","GIL_117","TRIGGER_VISUAL","","","","","Worgen Abomination","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","EPIC","","","","","GILNEAS","","","At the end of your turn, deal 2 damage to all other damaged minions.","MINION"
"","Dave Allsop","8","NEUTRAL","","","","True","","8","46656","","","","","","","","","","","","","","Unfortunately, his doctorate is in Murloc Literature.","","","","8","GIL_118","DEATHRATTLE","","","","","Deranged Doctor","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","COMMON","","","","","GILNEAS","","","<b>Deathrattle:</b> Restore 8 Health to your hero.","MINION"
"","Luca Zontini","7","NEUTRAL","","","","True","","8","46658","","","","","","","","","","","","","","Decorating tip: Unused cauldrons can make a lovely elemental display.","","","","7","GIL_119","AURA","","","","","Cauldron Elemental","","","","","","","","","","","","","","","","","","","","","","","ELEMENTAL","","","","","","","","","","","","","","COMMON","","","","","GILNEAS","","","Your other Elementals have +2 Attack.","MINION"
"","Chris Seaman","5","NEUTRAL","","","","True","","7","46659","","","","","","","","","","","","","","One head is a morning person. The other head hates morning people.","","","","9","GIL_120","TAUNT","","","","","Furious Ettin","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","COMMON","","","","","GILNEAS","","","<b>Taunt</b>","MINION"
"","Grace Liu","2","NEUTRAL","","","","True","","7","46660","","","","","","","","","","","","","","Birds of a feather Moonfire together.","","","","8","GIL_121","SPELLPOWER","","","","","Darkmire Moonkin","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","COMMON","","","","","GILNEAS","2","","<b>Spell Damage +2</b>","MINION"
"","Jim Nelson","2","NEUTRAL","","","","True","","6","46667","","","","","","","","","","","","","","The hills have eyes. And teeth. Pretty bad breath, too.","","","","7","GIL_124","BATTLECRY","","","","","Mossy Horror","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","EPIC","","","","","GILNEAS","","","<b>Battlecry:</b> Destroy all other minions with 2 or less Attack.","MINION"
"","Jim Nelson","3","NEUTRAL","","","","True","","4","46674","","","","","","","","","","","","","","He's entirely bonkers. All the best goblins are.","","","","2","GIL_125","BATTLECRY","","","","","Mad Hatter","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","11","RARE","","","","","GILNEAS","","","[x]<b>Battlecry:</b> Randomly toss\n3 hats to other minions.\nEach hat gives +1/+1.","MINION"
"","James Ryman","8","HUNTER","","","","True","","10","46678","","","","","","","","","","","","","True","Taste your world's corruption! It tastes like chicken.","","","","8","GIL_128","BATTLECRY","","","","","Emeriss","","","","","","","","","","","","","","","","","","","","","","","DRAGON","","","","","","","","","","","","","","LEGENDARY","","","","","GILNEAS","","","<b>Battlecry:</b> Double the Attack and Health of all minions in your hand.","MINION"
"","Jerry Mascho","2","DRUID","","","","True","","5","46680","","","","","","","","","","","","","","Majestic. Ethereal. Still pretty down in the dumps, though.","","","","6","GIL_130","BATTLECRY","TAUNT","","","","Gloom Stag","","","","","","","","","","","","","","","","","","","","","","","BEAST","","","","","","","","","","","","","","EPIC","","","","","GILNEAS","","","<b>Taunt</b>\n<b>Battlecry:</b> If your deck has only odd-Cost cards, gain +2/+2.","MINION"
"","Vladimir Kafanov","","PRIEST","","","","True","","5","46694","","","","","","","","","","","","","","For a healthier option, try Holy Water: Zero.","","","","","GIL_134","","","","","","Holy Water","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","0","","","RARE","","","","","GILNEAS","","","Deal $4 damage to a minion. If that kills it, add a copy of it to your hand.","SPELL"
"","Arthur Bozonnet","1","PRIEST","","","","True","","1","46706","","","","","","","","","","","","","True","He's everyone you want to be.","","","","1","GIL_142","","","","","","Chameleos","","","","","","","","","","","","","","","","","","","","","","","BEAST","","","","","","","","","","","","","","LEGENDARY","","","","","GILNEAS","","","Each turn this is in your hand, transform it into a card your opponent is holding.","MINION"
"","Steve Prescott","1","NEUTRAL","","","","True","","2","46710","","","","","","","","","","","","","","They make wonderful pets if you're not allergic to blood loss.","","","","3","GIL_143","LIFESTEAL","RUSH","","","","Vicious Scalehide","","","","","","","","","","","","","","","","","","","","","","","BEAST","","","","","","","","","","","","","","COMMON","","","","","GILNEAS","","","<b>Lifesteal</b>\n<b>Rush</b>","MINION"
"","Milvoj Ceran","","PALADIN","","","","True","","2","46713","","","","","","","","","","","","","","Weirdly, the bells stop ringing after 5.","","","","","GIL_145","ECHO","","","","","Sound the Bells!","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","0","","","COMMON","","","","","GILNEAS","","","<b>Echo</b>\nGive a minion +1/+2.","SPELL"
"","Anton Zemskov","","MAGE","","","","True","","3","46715","","","","","","","","","","","","","","Forecast: ""Cloudy with a chance of fireballs.""","","","","","GIL_147","ImmuneToSpellpower","","","","","Cinderstorm","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","RARE","","","","","GILNEAS","","","Deal $5 damage randomly split among all enemies.","SPELL"
"","Jason Kang","3","WARRIOR","","","","True","","7","46721","","","","","","","","","","","","","True","The upper windows used to be for aiming. Then we thought: ""Hey! MORE cannons!""","","","","8","GIL_152","CANT_ATTACK","TRIGGER_VISUAL","","","","Blackhowl Gunspire","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","LEGENDARY","","","","","GILNEAS","","","[x]Can't attack. Whenever\nthis minion takes damage,\ndeal 3 damage to a\nrandom enemy.","MINION"
"","Dave Allsop","1","WARRIOR","","","","True","","2","46725","","","","","","","","","","","","","","Also comes in other colors, but red's in fashion this season.","","","","3","GIL_155","ENRAGED","RUSH","","","","Redband Wasp","","","","","","","","","","","","","","","","","","","","","","","BEAST","","","","","","","","","","","","","","RARE","","","","","GILNEAS","","","<b>Rush</b>\nHas +3 Attack while damaged.","MINION"
"","Konstantin Turovec","5","PRIEST","","","","True","","5","46737","","","","","","","","","","","","","","These elementals, along with feldspar and mica, are often taken for granite.","","","","8","GIL_156","","","","","","Quartz Elemental","","","","","","","","","","","","","","","","","","","","","","","ELEMENTAL","","","","","","","","","","","","","","COMMON","","","","","GILNEAS","","","Can't attack while damaged.","MINION"
"","Luke Mancini","2","DRUID","","","","True","","3","46859","","","","","","","","","","","","","","She's a scythe for sore eyes.","","","","2","GIL_188","CHOOSE_ONE","","","","","Druid of the Scythe","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","COMMON","RUSH","TAUNT","","","GILNEAS","","","[x]<b>Choose One -</b> Transform\ninto a 4/2 with <b>Rush</b>;\nor a 2/4 with <b>Taunt</b>.","MINION"
"","Slawomir Maniak","4","PRIEST","","","","True","","7","46862","","","","","","","","","","","","","","Everywhelp, get in here!","","","","9","GIL_190","TRIGGER_VISUAL","","","","","Nightscale Matriarch","","","","","","","","","","","","","","","","","","","","","","","DRAGON","","","","","","","","","","","","","","RARE","","","","","GILNEAS","","","Whenever a friendly minion is healed, summon a 3/3 Whelp.","MINION"
"","Ivan Fomin","","WARLOCK","","","","True","","4","46864","","","","","","","","","","","","","","Like a knitting circle, but less evil.","","","","","GIL_191","","","","","","Fiendish Circle","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","COMMON","","","","","GILNEAS","","","[x]Summon four 1/1 Imps.","SPELL"
"","Hideaki Takamura","3","NEUTRAL","","","","True","","7","46874","","","","","","","","","","","","","True","The cards are always golden on the other side.","","","","3","GIL_198","BATTLECRY","","","","","Azalina Soulthief","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","LEGENDARY","","","","","GILNEAS","","","<b>Battlecry:</b> Replace your hand with a copy of your opponent's.","MINION"
"","Garrett Hanna","2","HUNTER","","","","True","","3","46596","","","","","","","","","","","","","","After a short paws, she's back to herself again.","","","","5","GIL_200","STEALTH","","","","","Duskhaven Hunter","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","RARE","","","","","GILNEAS","","","[x]<b>Stealth</b>\nEach turn this is in your hand,\nswap its Attack and Health.","MINION"
"","Mike Azevedo","2","NEUTRAL","","","","True","","3","46598","","","","","","","","","","","","","","Time to squash your opponent.","","","","4","GIL_201","LIFESTEAL","","","","","Pumpkin Peasant","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","COMMON","","","","","GILNEAS","","","[x]<b>Lifesteal</b>\nEach turn this is in your hand,\nswap its Attack and Health.","MINION"
"","Slawomir Maniak","3","NEUTRAL","","","","True","","8","46601","","","","","","","","","","","","","","Admittedly, they kind of dropped the ball with Prince Liam.","","","","8","GIL_202","DIVINE_SHIELD","RUSH","","","","Gilnean Royal Guard","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","RARE","","","","","GILNEAS","","","[x]<b>Divine Shield</b>, <b>Rush</b>\nEach turn this is in your hand,\nswap its Attack and Health.","MINION"
"","Tyler West Studio","","PALADIN","","","","True","","2","46621","","","","","","","","","","","","","","When one buke just isn’t enough.","","","","","GIL_203","","","","","","Rebuke","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","COMMON","","","","","GILNEAS","","","Enemy spells cost (5) more next turn.","SPELL"
"","Dai Yang","2","NEUTRAL","","","","True","","3","46634","","","","","","","","","","","","","","Recruited from the Gilnean opera house.","","","","4","GIL_207","ECHO","TAUNT","","","","Phantom Militia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","RARE","","","","","GILNEAS","","","<b>Echo</b>\n<b>Taunt</b>","MINION"
"","Ben Zhang","2","NEUTRAL","","","","True","","3","46661","","","","","","","","","","","","","","That Friends and Familiars Plan is really paying off!","","","","1","GIL_212","BATTLECRY","","","","","Ravencaller","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","COMMON","","","","","GILNEAS","","","[x]<b>Battlecry:</b> Add two\nrandom 1-Cost minions\nto your hand.","MINION"
"","Sean McNally","3","NEUTRAL","","","","True","","3","46665","","","","","","","","","","","","","","Doom!  Only doom for you!  But pay good tip, maybe less doom.","","","","4","GIL_213","BATTLECRY","","","","","Tanglefur Mystic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","COMMON","","","","","GILNEAS","","","<b>Battlecry:</b> Add a random\n2-Cost minion to each player's hand.","MINION"
"5","Alex Horley Orlandelli","","SHAMAN","","","","True","","8","46887","","","","","","","","","","","","","True","Curse-bringer, tree-twister, mother of wretched things…Hanzo main.","","","","30","GIL_504","BATTLECRY","","","","","Hagatha the Witch","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","LEGENDARY","","","","","GILNEAS","","","<b>Battlecry:</b> Deal 3 damage to all minions.","HERO"
"","Rock Niu","","ROGUE","","","","True","","2","46897","","","","","","","","","","","","","","50% off. Every shot must go!","","","","","GIL_506","ECHO","","","","","Cheap Shot","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","0","","","COMMON","","","","","GILNEAS","","","<b>Echo</b>\n Deal $2 damage to a minion.","SPELL"
"","L. Lullabi & K. Turovec","4","DRUID","","","","True","","5","46903","","","","","","","","","","","","","","Amwitched. Beingwitched. Beenwitched.","","","","1","GIL_507","BATTLECRY","TAUNT","","","","Bewitched Guardian","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","RARE","","","","","GILNEAS","","","[x]<b>Taunt</b>\n<b>Battlecry:</b> Gain +1 Health\n for each card in your hand. ","MINION"
"","Jiajun Tian","2","WARLOCK","","","","True","","3","46904","","","","","","","","","","","","","","Happily married with two kids. It was love at first bite.","","","","4","GIL_508","BATTLECRY","","","","","Duskbat","","","","","","","","","","","","","","","","","","","","","","","BEAST","","","","","","","","","","","","","","COMMON","","","","","GILNEAS","","","<b>Battlecry:</b> If your hero took damage this turn, summon two 1/1 Bats.","MINION"
"","Phil Saunders","3","ROGUE","","","","True","","4","46908","","","","","","","","","","","","","","One little Mistwraith sitting in a tree. M-I-S-T-I-N-G.","","","","5","GIL_510","TRIGGER_VISUAL","","","","","Mistwraith","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","RARE","ECHO","","","","GILNEAS","","","Whenever you play an <b>Echo</b> card, gain +1/+1.","MINION"
"","Tyler West Studio","1","NEUTRAL","","","","True","","2","46950","","","","","","","","","","","","","","She simply refuses to ask for directions.","","","","1","GIL_513","DEATHRATTLE","","","","","Lost Spirit","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","COMMON","","","","","GILNEAS","","","<b>Deathrattle:</b> Give your minions +1 Attack.","MINION"
"","J. Axer","2","WARLOCK","","","","True","","3","46936","","","","","","","","","","","","","","He's on the hunt for Togwaggle's missing rat.","","","","2","GIL_515","BATTLECRY","RUSH","","","","Ratcatcher","","","","","","","","","","","","","","","","","","","0","","","","","0","","","","","","","0","","","","","","EPIC","","","","","GILNEAS","","","<b>Rush</b>\n<b>Battlecry:</b> Destroy a friendly minion and gain its Attack and Health.","MINION"
"","Zoltan Boros","","HUNTER","","","","True","","4","46940","","","","","","","","","","","","","","Emeriss uses Wing Blast.  It's super effective!","","","","","GIL_518","","","","","","Wing Blast","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","0","","","RARE","","","","","GILNEAS","","","Deal $4 damage to a minion. If a minion died this turn, this costs (1).","SPELL"
"","Tyler West Studio","3","NEUTRAL","","","","True","","7","46988","","","","","","","","","","","","","","They think they're trusted guardians. Dragons think they're convenient snacks.","","","","11","GIL_526","BATTLECRY","","","","","Wyrmguard","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","COMMON","TAUNT","","","","GILNEAS","","","<b>Battlecry:</b> If you're holding a Dragon, gain +1 Attack and <b>Taunt</b>.","MINION"
"","Slawomir Maniak","1","NEUTRAL","","","","True","","4","46991","","","","","","","","","","","","","","Everyone expects an inquisition reference.","","","","6","GIL_527","LIFESTEAL","TAUNT","","","","Felsoul Inquisitor","","","","","","","","","","","","","","","","","","","","","","","DEMON","","","","","","","","","","","","","","COMMON","","","","","GILNEAS","","","<b>Lifesteal</b>\n<b>Taunt</b>","MINION"
"","Zoltan Boros","2","NEUTRAL","","","","True","","4","46992","","","","","","","","","","","","","","Same turn delivery - guaranteed!","","","","6","GIL_528","RUSH","","","","","Swift Messenger","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","COMMON","","","","","GILNEAS","","","[x]<b>Rush</b>\nEach turn this is in your hand,\nswap its Attack and Health.","MINION"
"","Arthur Gimaldinov","1","NEUTRAL","","","","True","","2","46994","","","","","","","","","","","","","","He also goes by ""worg-lock.""","","","","4","GIL_529","SPELLPOWER","","","","","Spellshifter","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","COMMON","","","","","GILNEAS","1","","[x]<b>Spell Damage +1</b>\nEach turn this is in your hand,\nswap its Attack and Health.","MINION"
"","Luca Zontini","2","SHAMAN","","","","True","","2","46996","","","","","","","","","","","","","","Makes shockingly good unagi.","","","","3","GIL_530","BATTLECRY","","","","","Murkspark Eel","","","","","","","0","","","","","","","","","","","","","","","","BEAST","","","","","","","","","","","","","","RARE","","","","","GILNEAS","","Deal 2 damage.","<b>Battlecry:</b> If your deck has only even-Cost cards, deal 2 damage.","MINION"
"","Sam Hogg","0","SHAMAN","","","","True","","1","46998","","","","","","","","","","","","","","Is she a frog that became a witch, or a witch that became a frog?","","","","1","GIL_531","BATTLECRY","TAUNT","","","","Witch's Apprentice","","","","","","","","","","","","","","","","","","","","","","","BEAST","","","","","","","","","","","","","","COMMON","","","","","GILNEAS","","","<b>Taunt</b>\n<b>Battlecry:</b> Add a random Shaman spell to your hand.","MINION"
"","A.J. Nazzaro","3","NEUTRAL","","","","True","","3","47014","","","","","","","","","","","","","","Hard time making ends meet? Hate the League of Explorers? Get a job henching!","","","","3","GIL_534","TRIGGER_VISUAL","","","","","Hench-Clan Thug","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","COMMON","","","","","GILNEAS","","","After your hero attacks, give this minion +1/+1.","MINION"
"","Wayne Reynolds","","WARRIOR","","","","True","","6","47016","","","","","","","","","","","","","","Oh look. A Gorehowl.","","","","","GIL_537","AFFECTED_BY_SPELL_POWER","","","","","Deadly Arsenal","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","EPIC","","","","","GILNEAS","","","Reveal a weapon from your deck. Deal its Attack to all minions.","SPELL"
"","Dan Scott","","WARLOCK","","","","True","","1","47033","","","","","","","","","","","","","","Wanted on three counts of gnomish possession.","","","","","GIL_543","AFFECTED_BY_SPELL_POWER","","","","","Dark Possession","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","0","","","RARE","DISCOVER","","","","GILNEAS","","","Deal $2 damage to a friendly character. <b>Discover</b> a Demon.","SPELL"
"","Zoltan Boros","3","PALADIN","","","","True","","5","47051","","","","","","","","","","","","","","Maybe we should have called him Ghostly Rusher.","","","","4","GIL_545","DIVINE_SHIELD","RUSH","","","","Ghostly Charger","","","","","","","","","","","","","","","","","","","","","","","BEAST","","","","","","","","","","","","","","COMMON","","","","","GILNEAS","","","<b>Divine Shield</b>\n<b>Rush</b>","MINION"
"","Arthur Bozonnet","4","WARRIOR","","","","True","","5","47053","","","","","","","","","","","","","True","You either die a villain, or live long enough to see yourself become the hero.","","","","4","GIL_547","RUSH","TRIGGER_VISUAL","","","","Darius Crowley","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","LEGENDARY","","","","","GILNEAS","","","[x]<b>Rush</b>\nAfter this attacks and kills\na minion, gain +2/+2.","MINION"
"","Dave Allsop","","MAGE","","","","True","","2","47054","","","","","","","","","","","","","","Known throughout the land as the Spooky-nomicon.","","","","","GIL_548","","","","","","Book of Specters","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","EPIC","","","","","GILNEAS","","","Draw 3 cards. Discard any spells drawn.","SPELL"
"","Adam Byrne","5","MAGE","","","","True","","6","47055","","","","","","","","","","","","","True","Just a twist to the left, one quarter turn to the right and … oops! Well, we didn’t need that timeline anyway.","","","","5","GIL_549","BATTLECRY","","","","","Toki, Time-Tinker","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","LEGENDARY","","","","","GILNEAS","","","[x]<b>Battlecry:</b> Add a random\n<b>Legendary</b> minion from\nthe past to your hand.","MINION"
